1.473781347274780273e+00 3.517056941986083984e+00 2.672676801681518555e+00
1.497619032859802246e+00 3.873495817184448242e+00 2.608442068099975586e+00
1.519801735877990723e+00 4.174273014068603516e+00 2.432993173599243164e+00
1.360003829002380371e+00 4.134044170379638672e+00 2.430848836898803711e+00
1.536953210830688477e+00 4.373605728149414062e+00 2.173038959503173828e+00
1.546878576278686523e+00 4.366606712341308594e+00 1.564760088920593262e+00
1.338092327117919922e+00 4.314041614532470703e+00 1.561958193778991699e+00
1.538141369819641113e+00 4.161338329315185547e+00 1.309040188789367676e+00
1.378343224525451660e+00 4.121109962463378906e+00 1.306894779205322266e+00
1.521580934524536133e+00 3.856588602066040039e+00 1.139927029609680176e+00
1.499717712402343750e+00 3.498765230178833008e+00 1.083166241645812988e+00
1.282696962356567383e+00 3.727181434631347656e+00 2.606619834899902344e+00
1.122678756713867188e+00 3.903912305831909180e+00 2.429625034332275391e+00
1.018085956573486328e+00 4.020360946655273438e+00 2.168638229370117188e+00
9.848433732986450195e-01 4.058793544769287109e+00 1.863392353057861328e+00
1.028012514114379883e+00 4.013360500335693359e+00 1.560358762741088867e+00
1.141018152236938477e+00 3.890977382659912109e+00 1.305670738220214844e+00
1.306659102439880371e+00 3.710274696350097656e+00 1.138103365898132324e+00
9.690597057342529297e-01 3.269382953643798828e+00 2.434419393539428711e+00
9.926304817199707031e-01 3.100437164306640625e+00 2.436749219894409180e+00
8.173754215240478516e-01 3.191309213638305664e+00 2.174903392791748047e+00
8.481698632240295410e-01 2.970571756362915039e+00 2.177946090698242188e+00
7.675989866256713867e-01 3.161436319351196289e+00 1.870174288749694824e+00
8.009228706359863281e-01 2.922510147094726562e+00 1.873467087745666504e+00
8.272948265075683594e-01 3.184309244155883789e+00 1.566624164581298828e+00
8.580952286720275879e-01 2.963572025299072266e+00 1.569666981697082520e+00
9.873991608619689941e-01 3.256449460983276367e+00 1.310466408729553223e+00
1.010969996452331543e+00 3.087503671646118164e+00 1.312794923782348633e+00
1.279249787330627441e+00 3.226010322570800781e+00 2.612330913543701172e+00
